type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,6.997810382170625,0.2719876338498063,0.36158865221317865,20.76076769832072,0.04453104821908224,44.744256248130306,171.7871014228488,1.0010161647337448,2.9995721581496073,0.4470845919791432,8.821763114574937,5.995857633088138
white,6.27630610403718,0.2941547619814636,0.3390028667082931,1.5328414939110622,0.050894544311951145,,131.4712936937863,0.9939293946402377,3.2956786373444693,0.4899810084298503,9.555251990984942,5.989717189740493
white,8.118679013177168,0.27162261851477687,0.39507991819107824,6.973311658397051,0.05108707914085643,30.00463962330675,98.7513778240387,0.9950444583386673,3.259558034785551,,10.109817062187828,6.002702826453705
white,7.241536473509586,0.22578617023928904,0.32038152202184916,8.32745969223067,0.05726036690805347,46.58605451936091,188.03795618443434,0.9956541668686556,3.1896295311329226,0.40007618576925785,9.880389903089934,6.02341493221654
white,7.197014559516366,0.22320604689441306,0.31881978131885863,8.373136210051008,0.05669230925350552,47.83022019618867,186.1489812685746,0.9956485498057739,3.189073921996006,0.3975977347305809,9.909569144514396,6.002174868706362
white,,0.2805386688940193,,6.943519449354541,0.048236502416309994,30.015042955034843,97.61360352771239,0.995088911324905,3.264251571332966,0.44024987447608455,10.090034099784829,6.025125768072565
white,6.23650449706646,0.3190329016838273,0.16180229751660097,6.963847083833406,0.0460107468542387,30.023520925083815,135.69359091600685,0.9948991565188251,3.1833794315238055,0.473076359355231,9.597724839554775,6.001045342563844
white,7.008454647742237,0.2696521730966572,0.35608034782894565,20.716876033091676,0.0462069365432048,,171.51538227737996,1.0010524205491682,3.000431806716109,0.4472559980813474,8.760085818915854,6.019514523351899
white,6.296021790624358,0.2978800780846518,0.34042794738971777,1.744763205518713,0.04976214040239942,14.351696796100642,130.89654084243602,0.9939368741460528,3.2954221421923755,0.4924729472910429,9.504021104251072,5.9711726474823275
white,8.112063448331204,0.22641651825563716,0.4281307745231296,1.3077614591227955,0.04434464724426696,27.751949272714466,128.89420830705922,,3.2191759044478863,,11.020753717709457,6.023011003631045
white,8.140329011007303,0.2710749028586817,0.40671856228555847,,0.033106587976505404,10.982935087077328,65.69083565245913,0.9907107626613889,2.9816171627963826,0.5607412532725472,12.03927786824175,4.973309618187955
white,8.615074052462601,0.22821826877942325,0.399494667924687,4.006667000724432,0.03509349756191589,17.551455748555785,106.82921314081139,0.9947012264966574,3.1375446861832197,0.5335567630288619,9.693297492781461,5.035248437968757
white,7.901153263742547,0.18113187170343367,0.3643994306458419,1.3285180500495977,0.039694970514687525,15.811650150901743,74.97854054415845,0.9920121324152458,3.178669271430493,0.6262585688027673,10.775338682026765,4.974048617930229
white,6.530981849016689,0.15977589165731892,0.402026359709488,1.4356634647917697,0.04388657694066368,47.591937948078495,142.9693027556203,,,0.5220085212024741,12.399320204787996,6.964339521638287
white,8.295116387561317,0.4173878236406178,0.6190128728300474,19.27409297430353,0.04001281348961427,40.9891108820425,171.57577591085257,1.00024948196372,2.978398851832582,,9.732602756109229,4.991005284125574
white,6.584694606011062,0.1730610950219721,0.38184310220813344,1.352187538532896,,27.889716994654375,111.31831127732136,0.9914674784490529,3.2509608390238007,0.5454775190597018,11.428925736301835,6.982760097292677
white,6.309811498611195,0.47878509655919016,0.03900446425929285,1.085413408433527,0.044627563930761505,29.926060863629782,99.70948460814009,0.9927421106777905,3.2426818414146683,0.3624731271939105,9.56987359680609,6.022437177145368
white,6.213875423518341,0.6568596314363447,0.48251100646451234,1.1708578439735544,0.027780089283768263,28.771619122486975,76.40345510909674,0.9891223962466889,3.329014076808997,0.3916495548588567,12.799773789156223,7.990458324038297
white,7.370640193819816,0.3406119859906903,0.4202065984247565,1.0842420071113341,0.032900305074606694,,171.46999020143426,0.991767352140448,3.115725499931552,0.5292674544273863,11.304610971294741,5.984904116970227
white,6.50406846568264,0.3077533480205496,0.13651989996983233,7.772770971493529,0.04396368148750408,,134.00395261538225,0.9955762676168743,,0.49623461401658236,9.493437489151765,5.005410268746928
white,6.174811767719296,0.6614165315855454,0.4806417993786996,1.3037976684146868,0.029382293079859418,29.174152501643615,74.75468899988951,0.9891692599009073,3.3309965590245896,0.3932660578457216,12.810945675288384,8.00531001083001
white,6.3706903258510055,0.31188616225183,0.37733900633801865,2.934970805567367,0.03766768589998509,19.137602964899017,101.45650979232438,0.9912908574674323,3.17464007741035,0.3500651355580338,11.011739382694977,7.011994667640733
white,6.83348057177506,0.25891821910188806,0.41964699903012,1.715913929577813,0.0485775397536672,40.55936716878013,122.04708891489457,0.9930818760695296,3.4685995576556046,0.4767280467179594,10.515464056304763,8.02728344350422
white,7.621964093058819,0.6730703233042756,0.14210694827486817,1.3460263491578972,0.07393679669346961,25.22058185373232,167.0971388355149,,3.052145998593841,0.5032136546084334,9.278985413597809,4.992252131930288
white,6.59813510411063,0.27089707112982875,0.41082303886443006,1.0963797506082822,0.053014047971042734,15.62225713322117,142.47677588483705,0.99507877500126,,0.46417467452708666,10.041360496497648,5.998257395680117
white,6.998355629696174,0.25387958519942716,0.31753653449458435,9.08445371620753,0.04589312691097103,56.056857730813505,244.89993649452683,0.9954751555172475,,0.4990255111111167,10.370803010714083,6.040088203162881
white,6.91869013575526,0.24168530370212107,0.3474018644668922,1.2202852121730001,0.05165770603928707,34.59994036954371,144.8608075342061,0.9930480963591701,3.4494341643765516,0.43912800887351067,10.016672614920331,6.016352101848536
white,7.0040828047486015,0.27601718158625577,0.3885170007978021,8.645245825306683,0.05152767769753801,31.814901152431222,141.03924060265368,0.9960703423888242,3.3771573482918673,0.5229547090458133,10.504463028850246,6.008539888232342
white,7.347609369031322,0.27296259688811075,0.48298573985141435,1.115062529644624,0.04664586492010052,17.15494535654028,130.4216756219815,0.9914252723275658,3.189345563147016,,11.634198291518734,6.01724257552072
white,7.179087340693701,0.3172606842758428,0.35163304379401156,2.2219794429032973,0.0330395682942116,37.370634862603076,112.71203999824829,0.9906373843123453,3.102505953563581,0.7112047199826309,12.310411043881187,7.00022333909524
white,8.483123841455402,0.24114651709148052,0.39128512762952894,10.573037637015261,0.04457594099508936,20.57802547944719,142.0217436053674,0.9973728924899211,3.195800897312694,0.529435958876823,10.029661716884235,5.987206090271112
white,8.315050630292813,0.13819393241783176,0.34067987671709715,1.0680212875840827,0.043023634713267436,7.178018200464544,47.230724936651214,0.9934160673858833,3.473656096798464,0.40052592813995386,10.212807459388902,5.990935650669351
white,7.380588617701578,0.2528943073665427,0.3578689120846721,,0.04968662959859849,30.756461788667327,101.22793240226737,0.9919221311350109,3.191085270194853,0.4438489880548487,10.83746390460491,6.008100937671924
,6.1533021144072455,0.11911891242168104,0.3456445391658049,1.6096922084650565,,43.4735898715866,117.88045119625062,0.9938959054864182,,,8.960261351673118,6.030585376258179
white,5.803691649341952,0.2763294470153082,0.19566918503814842,15.16971693753915,0.043836374142678644,22.098015134322285,180.25630720146398,0.9962843109179451,3.3692407853537785,0.3676572504512009,,
white,7.259499735566516,,0.4306670266131378,1.5734317323678415,0.07979432463926919,21.214272654159203,123.35928342137974,0.9905827704689706,3.1906864075224566,0.42220716388838764,12.805642226312594,4.9991123101154695
white,,0.39116267936938176,0.23591368552006972,5.46450226412496,,,149.51297221433774,0.9934280795285138,3.2458829988096873,,9.930153771416222,5.0094057663463305
white,7.013251265128414,,0.3162378425125573,1.1096866204534033,0.052560399018475354,37.822356941164884,138.4795956975606,0.9906485186139248,3.1348676200564363,0.27904117979690657,11.131905995696927,6.002794282672465
white,7.286748849514938,0.24054970054017596,0.38784285451072625,,0.057904205469799463,44.85353731102347,151.70107564764822,0.999911952173389,3.2102818344293205,0.35867375736009,8.618244743490544,4.991856430999676
white,7.335445478277049,0.2394587603985862,0.39238299087051337,17.897358009232757,0.0578338010053508,45.05215960789087,150.49827197252526,0.9998836971973963,3.216560112110573,0.35616703656863724,8.606513825571431,5.0162309109210685
